Case No,Category Name
KM-10917,Market Issues
KM-10920,Market Issues
KM-10921,2018 Khariff Crop Loss
KM-10922,2019 Khariff Crop Loss
KM-10923,2019 Khariff Crop Loss
KM-10924,Civil
KM-10925,2019 Khariff Crop Loss
KM-10926,2019 Khariff Crop Loss
KM-10927,Issue of new PPB
KM-10928,Category not assigned
KM-10929,Category not assigned
KM-10930,Category not assigned
KM-10931,Market Issues
KM-10932,2019 Khariff Crop Loss-Insured
KM-10933,Market Issues
KM-10934,Market Issues
KM-10936,Market Issues
KM-10937,Market Issues
KM-10938,2019 Khariff Crop Loss-Insured
KM-10939,Animal death
KM-10940,Rythu Bandhu
KM-10941,2018 Khariff Crop Loss
KM-10942,Rythu Bandhu
KM-10944,2019 Khariff Crop Loss
KM-10945,2019 Khariff Crop Loss-Insured
KM-10946,Other
KM-10947,2019 Khariff Crop Loss
KM-10948,2018 Khariff Crop Loss
KM-10949,2019 Khariff Crop Loss-Insured
KM-10950,Anthyodaya issue
KM-10950,Suicide Case
KM-10951,Market Issues
KM-10952,Rythu Bandhu
KM-10953,2019 Khariff Crop Loss-Insured
KM-10954,2019 Khariff Crop Loss
KM-10955,Electricity connection to transformer
KM-10956,Market Issues
KM-10957,2019 Khariff Crop Loss-Insured
KM-10958,2019 Khariff Crop Loss
KM-10960,Market Issues
KM-10961,2019 Khariff Crop Loss
KM-10962,2019 Khariff Crop Loss
KM-10963,Corrections in Personal Details
KM-10964,Market Payment delay
KM-10965,2019 Khariff Crop Loss-Insured
KM-10966,Market Issues
KM-10967,2019 Khariff Crop Loss
KM-10968,2019 Khariff Crop Loss
KM-10969,2019 Khariff Crop Loss-Insured
KM-10970,2019 Khariff Crop Loss-Insured
KM-10971,2019 Khariff Crop Loss
KM-10972,2019 Khariff Crop Loss
KM-10973,2019 Khariff Crop Loss-Insured
KM-10974,Crop Damaged by Wildborer/Monkeys
KM-10975,Kisan Samman
KM-10976,Transformer Issue
KM-10978,Land Corrections
KM-10979,2019 Khariff Crop Loss-Insured
KM-10980,Subsidy
KM-10981,2019 Khariff Crop Loss
KM-10982,Land Corrections
KM-10983,2019 Khariff Crop Loss
KM-10986,Information
KM-10987,Aasara Pensions - Widow
KM-10988,Corrections in Personal Details
KM-10989,2019 Khariff Crop Loss
KM-10990,Issue of new PPB
KM-10990,Civil
KM-10991,Crop Loss
KM-10992,2019 Khariff Crop Loss-Insured
KM-10995,2019 Khariff Crop Loss
KM-10997,Issue of new PPB
KM-10998,2019 Khariff Crop Loss-Insured
KM-10999,Market Issues
KM-11000,Land Mutation
KM-11001,Market Issues
KM-11002,Market Issues
KM-11003,Market Issues
KM-11004,Electrical
KM-11005,Kisan Samman
KM-11007,Electrical
KM-11010,2019 Khariff Crop Loss
KM-11011,Rythu Bandhu
KM-11012,Market Issues
KM-11013,Market Price
KM-11014,AAdhar linking
KM-11015,Market Payment delay
KM-11016,Rythu Bandhu
KM-11017,Sadaram certificate
KM-11018,Information
KM-11019,Market Issues
KM-11020,Market Issues
KM-11022,Land succession
KM-11024,Livelihood Support
KM-11025,Attempted Suicide
KM-11026,Information
KM-11027,Market Issues
KM-11028,Suicide Case
KM-11030,Market Issues
KM-11031,Rythu Bandhu
KM-11032,Rythu Bandhu
KM-11033,Inhallation Posioning
KM-11034,Kisan Samman
KM-11036,Market Payment delay
KM-11038,Market Issues
KM-11039,Market Issues
KM-11041,Apadhbanduvu
KM-11042,Market Issues
KM-11043,Market Issues
KM-11044,Civil
KM-11045,Civil
KM-11046,Market Payment delay
KM-11047,Market Issues
KM-11048,Market Payment delay
KM-11049,Market Issues
KM-11050,Market Issues
KM-11051,Market Issues
KM-11053,Market Issues
KM-11054,Financial help
KM-11055,Market Issues
KM-11056,Land succession
KM-11058,Rythu Bandhu
KM-11059,Market Payment delay
KM-11060,Information
KM-11061,IHHL Payments
KM-11062,Market Issues
KM-11063,Market Issues
KM-11064,Electrical
KM-11065,Market Issues
KM-11066,Inhallation Posioning
KM-11067,Inhallation Posioning
KM-11068,Category not assigned
KM-11069,Market Issues
KM-11070,Market Issues
KM-11071,Market Issues
KM-11072,Market Issues
KM-11073,Land Mutation
KM-11074,Market Issues
KM-11075,Market Payment delay
KM-11076,Market Issues
KM-11077,Civil
KM-11077,Family dispute
KM-11080,Kisan Samman
KM-11081,Market Issues
KM-11082,Market Issues
KM-11083,Market Payment delay
KM-11084,Market Issues
KM-11086,Market Issues
KM-11087,Crop Loss
KM-11088,Adjustements towards Bank loans
KM-11089,Market Payment delay
KM-11090,Information
KM-11091,Market Payment delay
KM-11092,Market Issues
KM-11093,Market Issues
KM-11094,Market Issues
KM-11095,Market Issues
KM-11096,Market Issues
KM-11097,Crop Loss
KM-11098,Market Payment delay
KM-11099,Issue of new PPB
KM-11100,Market Issues
KM-11101,Market Issues
KM-11102,Market Issues
KM-11103,Market Issues
KM-11105,Market Issues
KM-11106,Market Payment delay
KM-11107,2018 Khariff Crop Loss
KM-11108,Rythu Bhima
KM-11109,Market Issues
KM-11110,Other
KM-11111,Market Payment delay
KM-11112,Market Payment delay
KM-11113,Information
KM-11114,Rythu Bandhu
KM-11115,Market Payment delay
KM-11116,Market Issues
KM-11117,Market Payment delay
KM-11119,Market Payment delay
KM-11120,Suicide Case
KM-11121,Transformer Issue
KM-11122,Adjustements towards Bank loans
KM-11123,Market Payment delay
KM-11124,Market Issues
KM-11125,Corrections in Personal Details
KM-11126,Market Issues
KM-11127,Rythu Bhima
KM-11127,Inhallation Posioning
KM-11128,Market Issues
KM-11129,Market Issues
KM-11130,Market Payment delay
KM-11131,Market Payment delay
KM-11132,AAdhar linking
KM-11133,Crop Power Supply
KM-11134,Electricity connection to transformer
KM-11135,Market Payment delay
KM-11136,Rythu Bandhu
KM-11137,Crop Power Supply
KM-11138,Crop Power Supply
KM-11139,Market Issues
KM-11140,Organic Farming
KM-11141,Market Issues
KM-11142,Market Issues
KM-11143,Market Payment delay
KM-11144,Market Issues
KM-11145,Kisan Samman
KM-11146,Market Issues
KM-11147,Market Issues
KM-11148,Market Issues
KM-11149,Kalyana Lakshmi
KM-11150,Information
KM-11152,Complaint
KM-11153,Market Payment delay
KM-11154,Market Payment delay
KM-11155,Market Payment delay
KM-11156,Market Payment delay
KM-11158,Rythu Bandhu
KM-11159,Land Mutation
KM-11160,Information
KM-11161,Market Issues
KM-11162,Market Payment delay
KM-11163,Market Payment delay
KM-11164,Rythu Bandhu
KM-11165,Loan Waiver Interest
KM-11166,Rythu Bandhu
KM-11167,Kisan Samman
KM-11168,Kisan Samman
KM-11169,Rythu Bandhu
KM-11170,Market Payment delay
KM-11171,Rythu Bhima
KM-11172,Market Payment delay
KM-11173,Market Payment delay
KM-11174,Seed Issues
KM-11175,Rythu Bandhu
KM-11176,Ration card
KM-11179,Kisan Samman
KM-11180,Kisan Samman
KM-11181,Kisan Samman
KM-11182,Kisan Samman
KM-11183,Rythu Bandhu
KM-11184,Kisan Samman
KM-11185,Kisan Samman
KM-11186,Information
KM-11187,Rythu Bandhu
KM-11188,Hail storm
KM-11189,Information
KM-11190,Sadabainama
KM-11192,Kisan Samman
KM-11195,Suicide Case
KM-11196,Kisan Samman
KM-11197,Information
KM-11198,Market Issues
KM-11199,Market Issues
KM-11201,Kisan Samman
KM-11202,Rythu Bandhu
KM-11204,Land succession
KM-11205,Kisan Samman
KM-11206,Rythu Bhima
KM-11207,Rythu Bandhu
KM-11208,Market Issues
KM-11209,Market Payment delay
KM-11210,Kisan Samman
KM-11211,Market Payment delay
KM-11212,Suicide Case
KM-11213,Market Payment delay
KM-11214,Market Issues
KM-11215,Market Payment delay
KM-11216,Market Payment delay
KM-11217,Rythu Bandhu
KM-11218,Market Issues
KM-11219,Kisan Samman
KM-11219,Rythu Bandhu
KM-11220,Rythu Bandhu
KM-11221,Rythu Bandhu
KM-11222,Land Corrections
KM-11223,Kisan Samman
KM-11224,Crop Loss
KM-11225,Market Payment delay
KM-11228,Sadabainama
KM-11230,Rythu Bandhu
KM-11232,Land Corrections
KM-11233,Market Issues
KM-11234,Market Issues
KM-11235,Market Price
KM-11237,Land Mutation
KM-11238,Kisan Samman
KM-11239,Land Corrections
KM-11240,Tenant farmer
KM-11240,Crop Loss
KM-11241,Rythu Bhima
KM-11242,Crop loss-2019-Rabi
KM-11243,Market Issues
KM-11244,Crop Loss
KM-11245,Hail storm
KM-11246,Rythu Bandhu
KM-11247,Hail storm
KM-11248,Crop Loss
KM-11249,Rythu Bandhu
KM-11251,Market Payment delay
KM-11252,Suicide Case
KM-11253,Rythu Bandhu
KM-11254,Issue of new PPB
KM-11255,Organic Farming
KM-11256,Organic Farming
KM-11258,Repair of electric poles
KM-11259,Market Payment delay
KM-11261,Kisan Samman
KM-11262,Rythu Bandhu
KM-11263,Rythu Bandhu
KM-11264,Rythu Bandhu
KM-11265,Crop Loss
KM-11266,current wires hanging in the field
KM-11268,Market Issues
KM-11269,Information
KM-11270,Market Issues
KM-11271,No proper information
KM-11274,Market Payment delay
KM-11276,Market Payment delay
KM-11278,Market Payment delay
KM-11280,Kisan Samman
KM-11281,Rythu Bandhu
KM-11282,Information
KM-11283,Market Payment delay
KM-11284,Aasara Pensions - Disability
KM-11285,Information
KM-11286,Rythu Bandhu
KM-11287,Information
KM-11288,Electricity connection to transformer
KM-11290,Land succession
KM-11292,Market Issues
KM-11293,Subsidy
KM-11295,Rythu Bandhu
KM-11296,Market Payment delay
KM-11298,Suicide Case
KM-11298,Non farming issue
KM-11299,Sadabainama
KM-11299,Patta
KM-11300,Livelihood Support
KM-11301,Market Payment delay
KM-11302,2019 Khariff Crop Loss-Insured
KM-11303,2017-Crop loss
KM-11304,Rythu Bandhu
KM-11305,Seed Issues
KM-11306,Land Mutation
KM-11307,Suicide Case
KM-11308,Rythu Bandhu
KM-11309,Information
KM-11310,Land Mutation - Gift land
KM-11311,Land succession
KM-11312,Rythu Bandhu
KM-11313,Market Payment delay
KM-11315,Land Survey
KM-11316,Information
KM-11317,Information
KM-11318,Market Payment delay
KM-11319,Rythu Bandhu
KM-11320,Land succession
KM-11321,Market Payment delay
KM-11322,Market Issues
KM-11324,Rythu Bandhu
KM-11327,Rythu Bandhu
KM-11328,Land Mutation - Gift land
KM-11329,Information
KM-11330,Rythu Bandhu
KM-11331,Market Issues
KM-11332,Market Issues
KM-11333,Information
KM-11334,Information
KM-11335,Market Issues
KM-11336,Market Payment delay
KM-11337,Land Mutation
KM-11338,Kisan Samman
KM-11339,2018 Khariff Crop Loss-Insured
KM-11340,Rythu Bandhu
KM-11341,Market Issues
KM-11342,Market Issues
KM-11343,Market Issues
KM-11344,Market Issues
KM-11345,Rythu Bandhu
KM-11346,Rythu Bandhu
KM-11347,Rythu Bandhu
KM-11349,Rythu Bandhu
KM-11350,Market Issues
KM-11351,Rythu Bandhu
KM-11353,Kalyana Lakshmi
KM-11355,Market Payment delay
KM-11356,Market Issues
KM-11357,Rythu Bandhu
KM-11358,Rythu Bandhu
KM-11359,Rythu Bandhu
KM-11360,Rythu Bandhu
KM-11361,Rythu Bandhu
KM-11362,Rythu Bandhu
KM-11363,Rythu Bandhu
KM-11365,Market Issues
KM-11366,Rythu Bandhu
KM-11367,Rythu Bandhu
KM-11368,Rythu Bandhu
KM-11369,Kisan Samman
KM-11370,Rythu Bandhu
KM-11371,Suicide Case
KM-11371,Court Case
KM-11372,Rythu Bandhu
KM-11373,Attempted Suicide
KM-11374,Attempted Suicide
KM-11375,Rythu Bandhu
KM-11376,Rythu Bandhu
KM-11378,Rythu Bandhu
KM-11379,Rythu Bandhu
KM-11380,Kisan Samman
KM-11381,Market Payment delay
KM-11382,Rythu Bandhu
KM-11383,Market Issues
KM-11384,Rythu Bandhu
KM-11385,Rythu Bandhu
KM-11387,Rythu Bandhu
KM-11388,Rythu Bandhu
KM-11389,Market Payment delay
KM-11390,Rythu Bandhu
KM-11391,Crop Power Supply
KM-11393,Rythu Bandhu
KM-11394,Market Issues
KM-11396,Rythu Bandhu
KM-11397,Rythu Bandhu
KM-11398,Rythu Bandhu
KM-11399,Rythu Bandhu
KM-11400,Market Payment delay
KM-11401,Market Issues
KM-11402,Crop Loss
KM-11403,Land succession
KM-11404,Rythu Bandhu
KM-11404,Kisan Samman
KM-11405,Rythu Bandhu
KM-11407,Market Issues
KM-11408,Market Payment delay
KM-11409,Rythu Bandhu
KM-11411,Market Issues
KM-11412,Issue of new PPB
KM-11413,Rythu Bandhu
KM-11414,Rythu Bandhu
KM-11415,Rythu Bandhu
KM-11416,Market Issues
KM-11418,Adjustements towards Bank loans
KM-11419,Apadhbanduvu
KM-11422,Rythu Bandhu
KM-11423,Rythu Bandhu
KM-11424,Rythu Bandhu
KM-11425,Rythu Bandhu
KM-11426,Information
KM-11427,Information
KM-11428,Pest attack
KM-11429,Corrections in Personal Details
KM-11430,Rythu Bandhu
KM-11431,Pest attack
KM-11433,Rythu Bandhu
KM-11434,Rythu Bandhu
KM-11435,Rythu Bandhu
KM-11436,Rythu Bandhu
KM-11437,Aasara Pensions - Disability
KM-11438,Rythu Bandhu
KM-11439,Rythu Bandhu
KM-11441,Rythu Bandhu
KM-11442,Rythu Bandhu
KM-11443,Rythu Bandhu
KM-11444,Rythu Bandhu
KM-11445,Rythu Bandhu
KM-11446,Rythu Bandhu
KM-11447,Rythu Bandhu
KM-11448,Rythu Bandhu
KM-11450,Rythu Bandhu
KM-11451,Rythu Bandhu
KM-11452,Kisan Samman
KM-11453,Market Payment delay
KM-11454,Market Issues
KM-11455,Rythu Bandhu
KM-11456,Market Issues
KM-11457,Market Payment delay
KM-11458,Rythu Bandhu
KM-11459,Market Issues
KM-11460,Market Payment delay
KM-11461,Financial help
KM-11462,Kalyana Lakshmi
KM-11463,Rythu Bandhu
KM-11464,Rythu Bandhu
KM-11466,Transformer Issue
KM-11467,Land succession
KM-11468,Market Issues
KM-11469,Rythu Bandhu
KM-11470,Rythu Bandhu
KM-11471,Rythu Bandhu
KM-11472,Information
KM-11474,Rythu Bandhu
KM-11475,Kisan Samman
KM-11476,Kisan Samman
KM-11478,Rythu Bandhu
KM-11479,Land Corrections
KM-11480,Issue of new PPB
KM-11481,Assigned Land
KM-11482,Rythu Bandhu
KM-11483,Market Payment delay
KM-11484,Rythu Bandhu
KM-11485,Market Payment delay
KM-11486,Market Issues
KM-11487,Information
KM-11488,Rythu Bandhu
KM-11489,Rythu Bandhu
KM-11490,Rythu Bandhu
KM-11491,Rythu Bandhu
KM-11493,Market Payment delay
KM-11494,land dispute
KM-11495,Rythu Bandhu
KM-11496,Rythu Bandhu
KM-11497,Rythu Bandhu
KM-11498,Kisan Samman
KM-11499,Market Payment delay
KM-11501,Rythu Bandhu
KM-11503,Rythu Bandhu
KM-11504,Rythu Bandhu
KM-11505,Rythu Bandhu
KM-11507,Market Issues
KM-11508,Kisan Samman
KM-11509,Rythu Bandhu
KM-11511,No proper information
KM-11512,Suicide Case
KM-11513,Rythu Bandhu
KM-11514,Information
KM-11515,Rythu Bandhu
KM-11516,Rythu Bandhu
KM-11517,Market Payment delay
KM-11518,Kisan Samman
KM-11519,Suicide Case
KM-11520,Rythu Bandhu
KM-11521,Kisan Samman
KM-11522,Rythu Bandhu
KM-11523,Rythu Bandhu
KM-11524,Land succession
KM-11526,Rythu Bandhu
KM-11528,Rythu Bandhu
KM-11529,Rythu Bandhu
KM-11530,Rythu Bandhu
KM-11531,Rythu Bandhu
KM-11532,Kisan Samman
KM-11533,Information
KM-11534,Rythu Bandhu
KM-11535,Rythu Bandhu
KM-11536,Market Issues
KM-11537,Kisan Samman
KM-11538,Rythu Bandhu
KM-11539,Rythu Bandhu
KM-11540,Rythu Bandhu
KM-11543,Kisan Credit Card
KM-11545,Rythu Bandhu
KM-11546,Kisan Samman
KM-11547,Market Payment delay
KM-11548,Kisan Samman
KM-11549,Rythu Bandhu
KM-11550,Issue of new PPB
KM-11551,Rythu Bandhu
KM-11552,Market Issues
KM-11553,Information
KM-11554,Information
KM-11556,Rythu Bandhu
KM-11557,Kisan Credit Card
KM-11558,Rythu Bandhu
KM-11559,Market Issues
KM-11560,Rythu Bandhu
KM-11561,LEC cards
KM-11562,Rythu Bandhu
KM-11563,Rythu Bandhu
KM-11564,Kisan Credit Card
KM-11565,Rythu Bandhu
KM-11566,Market Issues
KM-11568,Kisan Credit Card
KM-11569,Rythu Bandhu
KM-11570,Issue of new PPB
KM-11571,Information
KM-11572,Issue of new PPB
KM-11573,Market Issues
KM-11574,Rythu Bandhu
KM-11575,Kisan Samman
KM-11579,Kisan Credit Card
KM-11580,Information
KM-11582,Kisan Credit Card
KM-11583,Rythu Bandhu
KM-11584,Kisan Samman
KM-11585,Market Issues
KM-11586,Market Issues
KM-11587,Kisan Samman
KM-11588,Information
KM-11590,Market Payment delay
KM-11591,Rythu Bandhu
KM-11592,Rythu Bandhu
KM-11593,Kisan Credit Card
KM-11594,Rythu Bandhu
KM-11596,Rythu Bandhu
KM-11597,Rythu Bandhu
KM-11599,Rythu Bandhu
KM-11600,Rythu Bandhu
KM-11601,Market Issues
KM-11602,Rythu Bandhu
KM-11603,Pest attack
KM-11604,Land succession
KM-11604,Land Corrections
KM-11605,Information
KM-11606,Sadabainama
KM-11607,Rythu Bandhu
KM-11608,Kisan Samman
KM-11609,Rythu Bandhu
KM-11610,Rythu Bandhu
KM-11611,Market Issues
KM-11612,Information
KM-11613,Kisan Samman
KM-11615,Drip
KM-11616,Information
KM-11617,Market Price
KM-11619,Rythu Bandhu
KM-11620,Rythu Bandhu
KM-11621,Rythu Bandhu
KM-11622,Rythu Bandhu
KM-11623,Information
KM-11624,Rythu Bandhu
KM-11627,Rythu Bandhu
KM-11628,Rythu Bandhu
KM-11629,Rythu Bandhu
KM-11630,Rythu Bandhu
KM-11631,Other
KM-11632,Rythu Bandhu
KM-11633,Rythu Bandhu
KM-11634,Rythu Bandhu
KM-11636,Land succession
KM-11638,BC Corporation Loan
KM-11640,Market Payment delay
KM-11641,Rythu Bandhu
KM-11642,IHHL Payments
KM-11643,Market Issues
KM-11644,Rythu Bandhu
KM-11645,Sadabainama
KM-11646,Market Issues
KM-11647,Information
KM-11648,Market Issues
KM-11649,Market Issues
KM-11650,Market Payment delay
KM-11651,Rythu Bandhu
KM-11652,Rythu Bandhu
KM-11653,Issue of new PPB
KM-11654,Rythu Bandhu
KM-11655,Rythu Bandhu
KM-11656,Suicide Case
KM-11657,Issue of new PPB
KM-11659,Information
KM-11660,Rythu Bandhu
KM-11661,Information
KM-11662,Kisan Samman
KM-11663,Animal death
KM-11664,Rythu Bandhu
KM-11665,Category not assigned
KM-11666,Corrections in Personal Details
KM-11667,Market Issues
KM-11669,Rythu Bandhu
KM-11670,Crop Loss
KM-11671,Kisan Samman
KM-11672,Issue of new PPB
KM-11673,Crop Loss
KM-11674,Market Payment delay
KM-11675,Market Payment delay
KM-11676,Market Payment delay
KM-11677,Issue of new PPB
KM-11678,Market Payment delay
KM-11679,Land Corrections
KM-11680,Crop Power Supply
KM-11681,Rythu Bandhu
KM-11682,Rythu Bandhu
KM-11683,Market Payment delay
KM-11684,Market Payment delay
KM-11685,Market Payment delay
KM-11686,Rythu Bandhu
KM-11687,Rythu Bandhu
KM-11688,Rythu Bandhu
KM-11689,Rythu Bandhu
KM-11690,Rythu Bandhu
KM-11691,Rythu Bandhu
KM-11692,Market Payment delay
KM-11693,Market Issues
KM-11694,Rythu Bandhu
KM-11695,Rythu Bandhu
KM-11696,Market Issues
KM-11697,Market Issues
KM-11698,Land Corrections
KM-11699,Market Payment delay
KM-11701,Category not assigned
KM-11704,Civil
KM-11705,Information
KM-11706,Information
KM-11707,Rythu Bandhu
KM-11708,Rythu Bandhu
KM-11709,Kisan Samman
KM-11710,Kisan Credit Card
KM-11711,2019 Khariff Crop Loss-Insured
KM-11712,Pest attack
KM-11713,Rythu Bandhu
KM-11715,Market Payment delay
KM-11716,IHHL Payments
KM-11717,Rythu Bandhu
KM-11718,2019 Khariff Crop Loss-Insured
KM-11719,2019 Rabi Crop Loss
KM-11720,Rythu Bhima
KM-11721,Market Payment delay
KM-11724,Rythu Bandhu
KM-11725,Rythu Bandhu
KM-11726,Kisan Samman
KM-11727,Market Payment delay
KM-11728,2019 Rabi Crop Loss
KM-11729,Hail storm
KM-11730,Rythu Bandhu
KM-11731,Rythu Bandhu
KM-11732,Issue of new PPB
KM-11733,Rythu Bandhu
KM-11734,Land Corrections
KM-11735,Rythu Bandhu
KM-11736,Rythu Bandhu
KM-11737,Land Corrections
KM-11738,Rythu Bandhu
KM-11739,Kisan Samman
KM-11740,Crop Loss
KM-11741,Crop Loss
KM-11742,Crop Loss
KM-11743,Market Payment delay
KM-11745,Land succession
KM-11745,Issue of new PPB
KM-11746,Market Payment delay
KM-11747,Rythu Bandhu
KM-11749,Rythu Bandhu
KM-11750,Rythu Bandhu
KM-11751,Information
KM-11752,Category not assigned
KM-11753,Rythu Bandhu
KM-11754,Rythu Bandhu
KM-11755,Rythu Bandhu
KM-11756,Aasara Pensions - Disability
KM-11756,Sadaram certificate
KM-11757,Assigned Land
KM-11758,ROFR-Forest patta
KM-11759,Land succession
KM-11760,Market Payment delay
KM-11761,Issue of new PPB
KM-11762,Land transfer
KM-11763,Rythu Bandhu
KM-11764,Rythu Bandhu
KM-11765,Information
KM-11766,Rythu Bandhu
KM-11767,Rythu Bandhu
KM-11768,Category not assigned
KM-11769,Market Payment delay
KM-11770,Market Payment delay
KM-11771,Rythu Bandhu
KM-11772,Category not assigned
KM-11773,Information
KM-11774,Rythu Bandhu
KM-11775,Rythu Bandhu
KM-11776,Issue of Patta-Assigned land
KM-11777,Rythu Bandhu
KM-11778,Kisan Samman
KM-11779,Market Issues
KM-11781,Information
KM-11782,Information
KM-11783,Market Payment delay
KM-11784,Kisan Samman
KM-11785,Market Payment delay
KM-11786,Rythu Bandhu
KM-11787,Rythu Bandhu
KM-11788,Market Payment delay
KM-11789,Market Payment delay
KM-11790,Kisan Samman
KM-11791,Non farming issue
KM-11792,Rythu Bandhu
KM-11793,Market Payment delay
KM-11794,Market Payment delay
KM-11795,Kisan Samman
KM-11796,Rythu Bandhu
KM-11797,Kisan Samman
KM-11798,Market Payment delay
KM-11799,Kisan Samman
KM-11800,Market Payment delay
KM-11803,Rythu Bandhu
KM-11805,Rythu Bandhu
KM-11806,Market Payment delay
KM-11807,Kisan Samman
KM-11808,Kisan Samman
KM-11809,Market Payment delay
KM-11811,Market Payment delay
KM-11812,Kisan Samman
KM-11813,Hail storm
KM-11814,Information
KM-11816,Kisan Samman
KM-11818,Kisan Samman
KM-11819,Kisan Samman
KM-11820,Market Payment delay
KM-11821,Hail storm
KM-11822,Market Payment delay
KM-11823,Market Payment delay
KM-11824,Information
KM-11825,Rythu Bandhu
KM-11826,Rythu Bandhu
KM-11827,Rythu Bandhu
KM-11828,Market Payment delay
KM-11829,Information
KM-11830,Market Payment delay
KM-11831,DBT/MGNREGA/PM-KISAN/State Govt
KM-11832,DBT/MGNREGA/PM-KISAN/State Govt
KM-11833,Rythu Bandhu
KM-11834,Kisan Samman
KM-11835,DBT/MGNREGA/PM-KISAN/State Govt
KM-11836,Information
KM-11837,Market Payment delay
KM-11838,DBT/MGNREGA/PM-KISAN/State Govt
KM-11839,Category not assigned
KM-11840,Adjustements towards Bank loans
KM-11841,DBT/MGNREGA/PM-KISAN/State Govt
KM-11842,DBT/MGNREGA/PM-KISAN/State Govt
KM-11843,DBT/MGNREGA/PM-KISAN/State Govt
KM-11844,DBT/MGNREGA/PM-KISAN/State Govt
KM-11845,DBT/MGNREGA/PM-KISAN/State Govt
KM-11846,DBT/MGNREGA/PM-KISAN/State Govt
KM-11847,DBT/MGNREGA/PM-KISAN/State Govt
KM-11849,DBT/MGNREGA/PM-KISAN/State Govt
KM-11850,DBT/MGNREGA/PM-KISAN/State Govt
KM-11851,NREGS-Delay/Low wages
KM-11852,DBT/MGNREGA/PM-KISAN/State Govt
KM-11853,DBT/MGNREGA/PM-KISAN/State Govt
KM-11854,DBT/MGNREGA/PM-KISAN/State Govt
