Case No,Category Name
VKB-02441,BPH crop loss
VKB-02442,BPH crop loss
VKB-02443,BPH crop loss
VKB-02444,BPH crop loss
VKB-02445,BPH crop loss
VKB-02447,BPH crop loss
VKB-02446,BPH crop loss
VKB-02448,BPH crop loss
VKB-02449,BPH crop loss
VKB-02450,BPH crop loss
VKB-02451,BPH crop loss
VKB-02452,Transformer Issue
VKB-02453,Other
VKB-02454,Drip
VKB-02455,BPH crop loss
VKB-02456,BPH crop loss
VKB-02457,2017-Crop loss
VKB-02458,BPH crop loss
VKB-02460,BPH crop loss
VKB-02461,Information
VKB-02463,BPH crop loss
VKB-02464,2017-Crop loss
VKB-02465,2017-Crop loss
VKB-02466,BPH crop loss
VKB-02467,BPH crop loss
VKB-02468,Land succession
VKB-02469,2017-Crop loss
VKB-02469,BPH crop loss
VKB-02471,Information
VKB-02472,BPH crop loss
VKB-02473,2017-Crop loss
VKB-02474,Aasara Pensions - Old age
VKB-02475,BPH crop loss
VKB-02476,Online Pahani
VKB-02477,BPH crop loss
VKB-02478,BPH crop loss
VKB-02479,BPH crop loss
VKB-02480,BPH crop loss
VKB-02481,BPH crop loss
VKB-02483,BPH crop loss
VKB-02484,BPH crop loss
VKB-02485,BPH crop loss
VKB-02486,2017-Crop loss
VKB-02487,2017-Crop loss
VKB-02488,BPH crop loss
VKB-02490,Information
VKB-02491,BPH crop loss
VKB-02492,2017-Crop loss
VKB-02493,BPH crop loss
VKB-02494,2017-Crop loss
VKB-02496,Drip
VKB-02495,2017-Crop loss
VKB-02497,2017-Crop loss
VKB-02499,BPH crop loss
VKB-02500,Information
VKB-02501,BPH crop loss
VKB-02502,Crop Loss
VKB-02503,2017-Crop loss
VKB-02504,BPH crop loss
VKB-02505,Other
VKB-02506,BPH crop loss
VKB-02507,2017-Crop loss
VKB-02508,2017-Crop loss
VKB-02509,BPH crop loss
VKB-02510,BPH crop loss
VKB-02511,BPH crop loss
VKB-02513,Crop Loss
VKB-02512,BPH crop loss
VKB-02514,2017-Crop loss
VKB-02515,BPH crop loss
VKB-02516,Crop Loss
VKB-02517,Crop Loss
VKB-02518,Crop Loss
VKB-02519,Crop Loss
VKB-02520,Information
VKB-02521,Crop Loss
VKB-02522,Crop Loss
VKB-02523,2017-Crop loss
VKB-02524,Crop Loss
VKB-02525,Crop Loss
VKB-02526,Crop Loss
VKB-02527,Crop Loss
VKB-02528,Crop Loss
VKB-02529,Crop Loss
VKB-02530,2017-Crop loss
VKB-02531,Crop Loss
VKB-02531,BPH crop loss
VKB-02532,Crop Loss
VKB-02533,Crop Loss
VKB-02534,Information
VKB-02535,2017-Crop loss
VKB-02536,2017-Crop loss
VKB-02537,2017-Crop loss
VKB-02538,Crop Loss
VKB-02540,Crop Loss
VKB-02542,2017-Crop loss
VKB-02543,Crop Loss
VKB-02544,2017-Crop loss
VKB-02545,2017-Crop loss
VKB-02546,Assigned Land
VKB-02547,2017-Crop loss
VKB-02548,2017-Crop loss
VKB-02549,2017-Crop loss
VKB-02550,Information
VKB-02551,Crop Loss
VKB-02552,2017-Crop loss
VKB-02553,2017-Crop loss
VKB-02554,2017-Crop loss
VKB-02555,2017-Crop loss
VKB-02556,Pest attack
VKB-02557,Crop Loss
VKB-02558,2017-Crop loss
VKB-02559,Crop Loss
VKB-02560,2017-Crop loss
VKB-02561,2017-Crop loss
VKB-02561,BPH crop loss
VKB-02562,2017-Crop loss
VKB-02563,2017-Crop loss
VKB-02564,2017-Crop loss
VKB-02565,Crop Loss
VKB-02566,2017-Crop loss
VKB-02567,2017-Crop loss
VKB-02569,Crop Loss
VKB-02570,2017-Crop loss
VKB-02571,Pest attack
VKB-02572,Crop Loss
VKB-02573,2017-Crop loss
VKB-02574,BPH crop loss
VKB-02575,Financial help
VKB-02576,2017-Crop loss
VKB-02577,Crop Loss
VKB-02578,Crop Loss
VKB-02579,Other
VKB-02580,Crop Loss
VKB-02581,Crop Loss
VKB-02582,2017-Crop loss
VKB-02583,2017-Crop loss
VKB-02585,2017-Crop loss
VKB-02586,Market Price
VKB-02587,Drip
VKB-02588,2017-Crop loss
VKB-02589,2017-Crop loss
VKB-02590,2017-Crop loss
VKB-02591,2017-Crop loss
VKB-02593,2017-Crop loss
VKB-02594,2017-Crop loss
VKB-02595,2017-Crop loss
VKB-02596,Information
VKB-02597,2017-Crop loss
VKB-02598,2017-Crop loss
VKB-02599,2017-Crop loss
VKB-02600,2017-Crop loss
VKB-02601,2017-Crop loss
VKB-02603,2017-Crop loss
VKB-02602,2017-Crop loss
VKB-02604,2017-Crop loss
VKB-02605,2017-Crop loss
VKB-02606,2017-Crop loss
VKB-02607,Other
VKB-02608,2017-Crop loss
VKB-02609,2017-Crop loss
VKB-02610,2017-Crop loss
VKB-02611,2017-Crop loss
VKB-02612,Crop Loss
VKB-02613,2017-Crop loss
VKB-02614,2017-Crop loss
VKB-02617,2017-Crop loss
VKB-02615,2017-Crop loss
VKB-02618,Input subsidy
VKB-02620,2017-Crop loss
VKB-02621,2017-Crop loss
VKB-02622,2017-Crop loss
VKB-02623,2017-Crop loss
VKB-02625,2017-Crop loss
VKB-02626,Crop Loss
VKB-02627,Information
VKB-02628,2017-Crop loss
VKB-02629,Information
VKB-02630,2017-Crop loss
VKB-02631,2017-Crop loss
VKB-02632,Land succession
VKB-02633,2017-Crop loss
VKB-02634,2017-Crop loss
VKB-02635,Patta
VKB-02636,2017-Crop loss
VKB-02637,2017-Crop loss
VKB-02638,2017-Crop loss
VKB-02639,2017-Crop loss
VKB-02640,2017-Crop loss
VKB-02641,2017-Crop loss
VKB-02642,2017-Crop loss
VKB-02643,Information
VKB-02644,BPH crop loss
VKB-02645,2017-Crop loss
VKB-02646,2017-Crop loss
VKB-02647,2017-Crop loss
VKB-02648,Agriculture Inputs
VKB-02649,2017-Crop loss
VKB-02650,2017-Crop loss
VKB-02651,2017-Crop loss
VKB-02653,2017-Crop loss
VKB-02654,2017-Crop loss
VKB-02655,2017-Crop loss
VKB-02656,2017-Crop loss
VKB-02657,2017-Crop loss
VKB-02658,2017-Crop loss
VKB-02659,2017-Crop loss
VKB-02660,2017-Crop loss
VKB-02661,2017-Crop loss
VKB-02663,2017-Crop loss
VKB-02664,2017-Crop loss
VKB-02665,2017-Crop loss
VKB-02666,Crop Loss
VKB-02667,Information
VKB-02668,2017-Crop loss
VKB-02669,IHHL Payments
VKB-02670,2017-Crop loss
VKB-02671,2017-Crop loss
VKB-02672,2017-Crop loss
VKB-02673,2017-Crop loss
VKB-02674,2017-Crop loss
VKB-02675,Information
VKB-02676,2017-Crop loss
VKB-02677,2017-Crop loss
VKB-02678,BPH crop loss
VKB-02679,2017-Crop loss
VKB-02680,2017-Crop loss
VKB-02681,2017-Crop loss
VKB-02682,2017-Crop loss
VKB-02683,2017-Crop loss
VKB-02684,2017-Crop loss
VKB-02685,2017-Crop loss
VKB-02686,2017-Crop loss
VKB-02687,2017-Crop loss
VKB-02688,2017-Crop loss
VKB-02689,2017-Crop loss
VKB-02690,2017-Crop loss
VKB-02691,2017-Crop loss
VKB-02692,2017-Crop loss
VKB-02693,Information
VKB-02694,2017-Crop loss
VKB-02695,2017-Crop loss
VKB-02696,2017-Crop loss
VKB-02697,2017-Crop loss
VKB-02698,2017-Crop loss
VKB-02700,2017-Crop loss
VKB-02699,2017-Crop loss
VKB-02701,2017-Crop loss
VKB-02703,2017-Crop loss
VKB-02704,2017-Crop loss
VKB-02705,2017-Crop loss
VKB-02706,2017-Crop loss
VKB-02708,2017-Crop loss
VKB-02709,2017-Crop loss
VKB-02710,current wires hanging in the field
VKB-02711,BPH crop loss
VKB-02712,2017-Crop loss
VKB-02713,2017-Crop loss
VKB-02714,2017-Crop loss
VKB-02715,2017-Crop loss
VKB-02716,Other
VKB-02717,2017-Crop loss
VKB-02718,BPH crop loss
VKB-02719,Aasara Pensions - Old age
VKB-02719,Aasara Pensions - Widow
VKB-02720,BPH crop loss
VKB-02721,2017-Crop loss
VKB-02722,2017-Crop loss
VKB-02724,2017-Crop loss
VKB-02725,Market Payment delay
VKB-02726,2017-Crop loss
VKB-02727,2017-Crop loss
VKB-02728,2017-Crop loss
VKB-02729,2017-Crop loss
VKB-02731,2017-Crop loss
VKB-02732,2017-Crop loss
VKB-02733,2017-Crop loss
VKB-02734,Information
VKB-02735,2017-Crop loss
VKB-02736,2017-Crop loss
VKB-02737,Crop Insurance
VKB-02738,2017-Crop loss
VKB-02740,2017-Crop loss
VKB-02739,2017-Crop loss
VKB-02741,2017-Crop loss
VKB-02742,2017-Crop loss
VKB-02743,2017-Crop loss
VKB-02744,BPH crop loss
VKB-02745,2017-Crop loss
VKB-02746,2017-Crop loss
VKB-02747,2017-Crop loss
VKB-02748,2017-Crop loss
VKB-02749,2017-Crop loss
VKB-02751,Drip
VKB-02752,2017-Crop loss
VKB-02753,Information
VKB-02754,2017-Crop loss
VKB-02755,2017-Crop loss
VKB-02756,Information
VKB-02757,2017-Crop loss
VKB-02758,2017-Crop loss
VKB-02759,Information
VKB-02760,2017-Crop loss
VKB-02761,Information
VKB-02762,BPH crop loss
VKB-02763,BPH crop loss
VKB-02766,BPH crop loss
VKB-02766,2017-Crop loss
VKB-02765,Spurious seed
VKB-02767,BPH crop loss
VKB-02768,Spurious seed
VKB-02769,Abhaya Hastam
VKB-02770,BPH crop loss
VKB-02772,Crop Loss
VKB-02773,2017-Crop loss
VKB-02774,2017-Crop loss
VKB-02776,Crop Damaged by Wildborer/Monkeys
VKB-02777,BPH crop loss
VKB-02778,BPH crop loss
VKB-02779,2017-Crop loss
VKB-02780,BPH crop loss
VKB-02780,Crop Loss
VKB-02782,2017-Crop loss
VKB-02783,2017-Crop loss
VKB-02784,2017-Crop loss
VKB-02785,Other
VKB-02786,Sanction of Poles&wires
VKB-02788,2017-Crop loss
VKB-02789,2017-Crop loss
VKB-02790,BPH crop loss
VKB-02791,BPH crop loss
VKB-02792,2017-Crop loss
VKB-02793,BPH crop loss
VKB-02794,2017-Crop loss
VKB-02795,Agriculture Inputs
VKB-02796,Other
VKB-02799,2017-Crop loss
VKB-02800,2017-Crop loss
VKB-02801,2017-Crop loss
VKB-02802,2017-Crop loss
VKB-02803,Crop Loss
VKB-02804,Information
VKB-02805,2017-Crop loss
VKB-02806,BPH crop loss
VKB-02806,Information
VKB-02808,2017-Crop loss
VKB-02809,BPH crop loss
VKB-02811,BPH crop loss
VKB-02810,2016 heavy floods
VKB-02812,2017-Crop loss
VKB-02813,2017-Crop loss
VKB-02814,BPH crop loss
VKB-02815,Aasara Pensions - Old age
VKB-02816,Kalyana Lakshmi
VKB-02817,Indiramma/2 BedRoom
VKB-02818,BPH crop loss
VKB-02819,Crop Loss
VKB-02820,Transformer Issue
VKB-02821,BPH crop loss
VKB-02822,Kalyana Lakshmi
VKB-02823,Assigned Land
VKB-02824,Information
VKB-02825,2017-Crop loss
VKB-02826,2017-Crop loss
VKB-02827,BPH crop loss
VKB-02828,2017-Crop loss
VKB-02829,Land Corrections
VKB-02829,Land succession
VKB-02830,2017-Crop loss
VKB-02831,Information
VKB-02832,2017-Crop loss
VKB-02833,2017-Crop loss
VKB-02834,BPH crop loss
VKB-02834,2017-Crop loss
VKB-02835,2017-Crop loss
VKB-02836,2017-Crop loss
VKB-02837,2017-Crop loss
VKB-02838,2017-Crop loss
VKB-02839,BPH crop loss
VKB-02840,2017-Crop loss
VKB-02841,2017-Crop loss
VKB-02842,Information
VKB-02843,BPH crop loss
VKB-02844,BPH crop loss
VKB-02845,Information
VKB-02846,2017-Crop loss
VKB-02847,BPH crop loss
VKB-02847,2017-Crop loss
VKB-02848,2017-Crop loss
VKB-02849,2017-Crop loss
VKB-02850,Information
VKB-02851,Information
VKB-02852,Crop Insurance
VKB-02853,Information
VKB-02854,BPH crop loss
VKB-02855,LEC cards
VKB-02856,2017-Crop loss
VKB-02857,2017-Crop loss
VKB-02858,Crop Insurance
VKB-02859,2017-Crop loss
VKB-02860,BPH crop loss
VKB-02861,Information
VKB-02863,BPH crop loss
VKB-02864,2017-Crop loss
VKB-02867,Information
VKB-02868,current wires hanging in the field
VKB-02869,Online Pahani
VKB-02870,BPH crop loss
VKB-02871,BPH crop loss
VKB-02872,2017-Crop loss
VKB-02873,BPH crop loss
VKB-02874,Land Corrections
VKB-02875,Online Pahani
VKB-02876,Information
VKB-02877,2017-Crop loss
VKB-02878,Crop Damaged by Wildborer/Monkeys
VKB-02879,Crop Damaged by Wildborer/Monkeys
VKB-02880,Information
VKB-02881,Pest attack
VKB-02882,2017-Crop loss
VKB-02883,2017-Crop loss
VKB-02884,2017-Crop loss
VKB-02885,Category not assigned
VKB-02887,Information
VKB-02889,Crop Damaged by Wildborer/Monkeys
VKB-02890,Information
VKB-02891,Information
VKB-02892,2017-Crop loss
VKB-02893,2016 heavy floods
VKB-02894,Land Survey
VKB-02895,2017-Crop loss
VKB-02896,Information
VKB-02897,Other
VKB-02898,Information
VKB-02899,Online Pahani
VKB-02900,BPH crop loss
VKB-02901,Crop Damaged by Wildborer/Monkeys
VKB-02902,Forest-Revenue dispute
VKB-02903,Forest-Revenue dispute
VKB-02904,Forest-Revenue dispute
VKB-02905,Forest-Revenue dispute
VKB-02906,Land less farmer
VKB-02907,Forest-Revenue dispute
VKB-02909,Crop Damaged by Wildborer/Monkeys
VKB-02911,Crop Damaged by Wildborer/Monkeys
VKB-02910,Information
VKB-02912,Crop Damaged by Wildborer/Monkeys
VKB-02913,Information
VKB-02914,Information
VKB-02916,Crop Damaged by Wildborer/Monkeys
VKB-02917,Forest-Revenue dispute
VKB-02918,Assigned Land
VKB-02919,Loan Waiver
VKB-02920,2017-Crop loss
VKB-02921,2017-Crop loss
VKB-02922,Information
VKB-02924,Crop Damaged by Wildborer/Monkeys
VKB-02925,Crop Damaged by Wildborer/Monkeys
VKB-02926,Forest land
VKB-02928,Information
VKB-02929,Issue of Patta-Assigned land
VKB-02930,Other
VKB-02931,2017-Crop loss
VKB-02932,Information
VKB-02933,Market Payment delay
VKB-02934,2017-Crop loss
VKB-02935,Crop Damaged by Wildborer/Monkeys
VKB-02936,Other
VKB-02937,Information
VKB-02938,Land Corrections
VKB-02939,Other
VKB-02940,Information
VKB-02941,BPH crop loss
VKB-02942,2017-Crop loss
VKB-02943,Information
VKB-02944,Land Survey
VKB-02945,Market Payment delay
VKB-02946,Crop loan - Renewals
VKB-02947,Other
VKB-02949,Transformer Issue
VKB-02950,Drip
VKB-02951,Financial help
VKB-02952,Transformer Issue
VKB-02956,Information
VKB-02957,Other
VKB-02958,Land Corrections
VKB-02959,Kisan Credit Card
VKB-02961,Information
VKB-02962,Information
VKB-02963,Land succession
VKB-02967,Transformer Issue
VKB-02968,BPH crop loss
VKB-02969,Transformer Issue
VKB-02971,Transformer Issue
VKB-02972,Market Issues
VKB-02974,Land succession
VKB-02975,Information
VKB-02977,Land purchase scheme(LPS)
VKB-02978,Other
VKB-02979,Information
VKB-02980,Land succession
VKB-02981,Land succession
VKB-02982,Complaint
VKB-02983,Complaint
VKB-02984,Complaint
VKB-02985,Information
VKB-02986,Information
VKB-02987,Information
VKB-02988,Crop loan - Scale of finance
VKB-02989,Crop loan - Scale of finance
VKB-02990,IHHL Payments
VKB-02991,Ration card
VKB-02992,Crop Damaged by Wildborer/Monkeys
VKB-02993,land issue
VKB-02994,Aasara Pensions - Old age
VKB-02996,Financial help
VKB-02997,Information
VKB-02998,2017-Crop loss
VKB-02999,Civil
VKB-03000,Category not assigned
VKB-03001,Information
VKB-03002,Electricity connection to transformer
VKB-03003,Paddy crop dried
VKB-03004,Crop Loss
VKB-03005,Information
VKB-03006,Loan waiver adjusted
VKB-03007,Illegal Occupation
VKB-03009,Information
VKB-03008,Other
VKB-03010,Assigned Land
VKB-03011,2017-Crop loss
VKB-03012,Other
VKB-03013,Aasara Pensions - Widow
VKB-03013,Abhaya Hastam
VKB-03014,Other
VKB-03015,Information
VKB-03016,Transformer Issue
VKB-03017,Market Payment delay
VKB-03018,BPH crop loss
VKB-03019,Category not assigned
VKB-03020,Market Payment delay
VKB-03021,BPH crop loss
VKB-03021,2017-Crop loss
VKB-03022,2017-Crop loss
VKB-03023,Other
VKB-03026,Illegal Occupation
VKB-03026,Civil
VKB-03027,Market Price
VKB-03028,No path way to field
VKB-03029,2017-Crop loss
VKB-03030,Kalyana Lakshmi
VKB-03031,2017-Crop loss
VKB-03032,Information
VKB-03033,Information
VKB-03034,Market Payment delay
VKB-03035,Land Mutation
VKB-03036,Patta
VKB-03039,Assigned Land
VKB-03040,Aasara Pensions - Old age
VKB-03042,Civil
VKB-03043,Category not assigned
VKB-03044,Suicide Case
VKB-03047,Kalyana Lakshmi
VKB-03048,Information
VKB-03049,Loan Waiver
VKB-03050,Land registration
VKB-03051,Agriculture Inputs
VKB-03052,Crop Damaged by Wildborer/Monkeys
VKB-03053,Crop loan - New
VKB-03054,Subsidy
VKB-03055,NREGS-Job card
VKB-03057,Market Payment delay
VKB-03059,Other
VKB-03060,Aasara Pensions - Disability
VKB-03062,Distress
VKB-03063,2017-Crop loss
VKB-03064,Market Payment delay
VKB-03065,Crop Damaged by Wildborer/Monkeys
VKB-03066,Soil test
VKB-03067,Online Pahani
VKB-03068,2017-Crop loss
VKB-03070,Market Payment delay
VKB-03071,2017-Crop loss
VKB-03072,Electricity connection to transformer
VKB-03073,Kalyana Lakshmi
VKB-03074,Agriculture Inputs
VKB-03075,Sc corporation
VKB-03076,Information
VKB-03077,2017-Crop loss
VKB-03078,2017-Crop loss
VKB-03079,Information
VKB-03080,Market Payment delay
VKB-03081,NREGS-Job card
VKB-03082,2017-Crop loss
VKB-03084,Market Price
VKB-03085,Information
VKB-03086,Land Survey
VKB-03087,Inam Land
VKB-03088,Information
VKB-03089,Information
VKB-03090,Drip
VKB-03091,Agriculture Inputs
VKB-03092,Market Price
VKB-03093,Information
VKB-03096,Suicide Case
VKB-03097,Land Survey
VKB-03098,BPH crop loss
VKB-03099,Land Corrections
VKB-03100,Crop Insurance
VKB-03101,IHHL Payments
VKB-03102,Information
VKB-03103,Information
VKB-03104,Civil
VKB-03104,Illegal Occupation
VKB-03105,Land succession
VKB-03106,2017-Crop loss
VKB-03107,2017-Crop loss
VKB-03108,2017-Crop loss
VKB-03110,Electric poles bent down
VKB-03111,Crop Insurance
VKB-03112,Drip
VKB-03113,Crop Insurance
VKB-03116,Information
VKB-03117,Information
VKB-03118,Market Payment delay
VKB-03119,Kalyana Lakshmi
VKB-03120,Agriculture Inputs
VKB-03121,Information
VKB-03122,Information
VKB-03123,Information
VKB-03124,Information
VKB-03125,Information
VKB-03126,Information
VKB-03127,Category not assigned
VKB-03128,Information
VKB-03129,Assigned Land
VKB-03130,2017-Crop loss
VKB-03130,Crop Damaged by Wildborer/Monkeys
VKB-03131,Ration card
VKB-03132,Information
VKB-03133,NREGS Payment
VKB-03134,Information
VKB-03135,Crop Insurance
VKB-03136,Inam Land
VKB-03137,Agriculture Inputs
VKB-03138,Information
VKB-03139,Apadhbanduvu
VKB-03140,Information
VKB-03141,Crop Insurance
VKB-03142,Civil
VKB-03143,Information
VKB-03144,Other
VKB-03145,Kalyana Lakshmi
VKB-03146,Land Survey
VKB-03147,Agriculture Inputs
VKB-03148,Loan Waiver Interest
VKB-03148,Subsidy
VKB-03149,Market Issues
VKB-03150,Issue of Patta
VKB-03151,Information
VKB-03152,Inam Land
VKB-03153,Crop loan - New
VKB-03153,Online Pahani
VKB-03154,Irrigation
VKB-03155,Loan Waiver
VKB-03156,Information
VKB-03157,Information
VKB-03158,Soil test
VKB-03159,Information
VKB-03161,Agriculture Inputs
VKB-03162,Crop Loss
VKB-03163,Land Mutation
VKB-03165,Market Issues
VKB-03166,Information
VKB-03167,IHHL Payments
VKB-03168,Drip
VKB-03170,Information
VKB-03172,Information
VKB-03174,Market Price
VKB-03175,Online Pahani
VKB-03176,Information
VKB-03177,Sc corporation
VKB-03178,Agriculture Inputs
VKB-03180,Kalyana Lakshmi
VKB-03181,Information
VKB-03182,Kalyana Lakshmi
VKB-03183,Kalyana Lakshmi
VKB-03184,Information
VKB-03185,Subsidy
VKB-03186,Input subsidy
VKB-03187,Information
VKB-03188,Sanction of Poles&wires
VKB-03189,Ration card
VKB-03190,Market Payment delay
VKB-03192,Kalyana Lakshmi
VKB-03193,Land succession
VKB-03194,Land Corrections
VKB-03195,Land succession
VKB-03196,Transformer Issue
VKB-03197,Inam Land
VKB-03198,Information
VKB-03199,Information
VKB-03200,Land succession
VKB-03201,Land succession
VKB-03202,Information
VKB-03203,Information
VKB-03204,Information
VKB-03205,Information
VKB-03206,Information
VKB-03207,Information
VKB-03208,Other
VKB-03209,Information
VKB-03210,Other
VKB-03211,Market Payment delay
VKB-03212,Market Payment delay
VKB-03213,Market Price
VKB-03214,Land less farmer
VKB-03215,Information
VKB-03216,Bc corporation
VKB-03217,Market Payment delay
VKB-03218,Manual Pahani
VKB-03219,Mutation
VKB-03220,Information
VKB-03221,Information
VKB-03222,Market Issues
VKB-03223,Crop loan - Scale of finance
VKB-03224,NREGS-Job card
VKB-03225,Information
VKB-03226,2017-Crop loss
VKB-03227,Land succession
VKB-03228,Market Issues
VKB-03231,Crop Loss
KM-03232,Information
KM-03233,Information
KM-03234,Suicide Case
KM-03235,Market Payment delay
KM-03236,Suicide Case
KM-03238,2017-Crop loss
KM-03239,Land succession
KM-03240,Subsidy
KM-03241,Online Pahani
KM-03242,Market Payment delay
KM-03243,Subsidy
KM-03244,Information
KM-03245,Subsidy
KM-03247,Loan Waiver
KM-03248,No proper information
KM-03249,Loan Waiver Interest
KM-03249,Loan Waiver
KM-03250,Information
KM-03251,Fixed Deposit
KM-03252,Land succession
KM-03253,Information
KM-03254,Information
KM-03255,Other
KM-03256,Information
KM-03257,Apadhbanduvu
KM-03258,Information
KM-03259,2016 heavy floods
KM-03260,Market Issues
KM-03261,Category not assigned
KM-03262,Information
KM-03263,2016 heavy floods
KM-03264,Other
KM-03265,Market Price
KM-03266,Market Price
KM-03267,Information
KM-03268,Vegetables Pandals
KM-03269,Information
KM-03270,Market Price
KM-03271,Information
KM-03272,Crop Damaged by Wildborer/Monkeys
KM-03273,Information
KM-03274,Information
KM-03276,2017-Crop loss
KM-03277,Information
KM-03278,Other
KM-03279,Loan Waiver Interest
KM-03280,Subsidy
KM-03281,Crop Insurance
KM-03282,Information
KM-03283,Information
KM-03284,Subsidy
KM-03285,Information
KM-03286,Land succession
KM-03287,Information
KM-03288,Suicide Case
KM-03289,Information
KM-03290,Category not assigned
KM-03291,Crop Loss
KM-03292,Other
KM-03293,Information
KM-03294,Crop loan - New
KM-03295,Information
KM-03296,Other
KM-03297,Information
KM-03298,Information
KM-03299,Information
KM-03300,Crop Power Supply
KM-03301,Hail storm
KM-03301,2017-Crop loss
KM-03302,Land Acquisition
KM-03304,NREGS-Delay/Low wages
KM-03304,NREGS-Unavailability of Work
KM-03306,Suicide Case
KM-03307,Other
KM-03308,Suicide Case
KM-03309,Crop Loss
KM-03310,Information
KM-03311,Information
KM-03312,2016 heavy floods
KM-03313,Land Mutation
KM-03314,Information
KM-03315,Hail storm
KM-03316,Other
KM-03317,Other
KM-03318,Hail storm
KM-03319,2017-Crop loss
KM-03320,Land Corrections
KM-03322,Other
KM-03323,Shaadi Mubaarak
KM-03324,Other
KM-03325,Other
KM-03326,Drip
KM-03327,Financial help
KM-03328,Hail storm
KM-03329,Other
KM-03330,Crop Loss
KM-03331,Other
KM-03332,Ration card
KM-03333,Complaint
KM-03334,Market Price
KM-03335,Market Price
KM-03336,Market Price
KM-03337,Market Issues
KM-03338,Crop Insurance
KM-03339,Hail storm
KM-03340,Market Price
KM-03341,Assigned Land
KM-03342,Assigned Land
KM-03343,Information
KM-03344,2016 heavy floods
KM-03345,Hail storm
KM-03346,Illegal Occupation
KM-03347,Suicide Case
KM-03348,Larger Land Issue
KM-03349,Irrigation
KM-03350,Aasara Pensions - Old age
KM-03351,Suicide Case
KM-03352,Information
KM-03353,Information
KM-03354,IHHL Payments
KM-03355,Proceedings
KM-03356,Land Acquisition
KM-03357,Land Corrections
KM-03358,Subsidy
KM-03359,Suicide Case
KM-03360,Market Payment delay
KM-03364,Information
KM-03365,Suicide Case
KM-03366,Information
KM-03367,Rythu Bandhu
KM-03368,Information
KM-03369,Crop loan - New
KM-03370,Information
KM-03371,Land Survey
KM-03372,2016 heavy floods
KM-03373,Suicide Case
KM-03374,Assigned Land
KM-03376,2017-Crop loss
KM-03377,Crop Insurance
KM-03378,Land Survey
KM-03379,Information
KM-03380,Crop Insurance
KM-03381,Vegetables Pandals
KM-03382,Land succession
KM-03383,Assigned Land
KM-03384,Transformer Issue
KM-03387,Information
KM-03388,Indiramma/2 BedRoom
KM-03389,Suicide Case
KM-03390,Information
KM-03392,Suicide Case
KM-03393,Crop Loss
KM-03395,Information
KM-03396,IHHL Payments
KM-03397,Suicide Case
KM-03398,Information
KM-03399,Ration card
KM-03400,PassBook
KM-03400,Assigned Land
KM-03402,Information
KM-03403,Loan Waiver
KM-03404,Assigned Land
KM-03406,Information
KM-03407,Crop Loss
KM-03408,Suicide Case
KM-03409,Seed Issues
KM-03410,Suicide Case
KM-03411,Market Payment delay
KM-03412,Information
KM-03413,Land less farmer
KM-03414,Hail storm
KM-03415,Information
KM-03416,Loan Waiver
KM-03417,Market Issues
KM-03418,Crop Damaged by Wildborer/Monkeys
KM-03419,Suicide Case
KM-03420,Land Acquisition
KM-03422,Suicide Case
KM-03423,Suicide Case
KM-03424,Market Payment delay
KM-03426,Suicide Case
KM-03427,Crop Loss
KM-03430,Other
KM-03431,Market Payment delay
KM-03432,Suicide Case
KM-03433,Suicide Case
KM-03434,Other Loans
KM-03435,Land Corrections
KM-03436,Category not assigned
KM-03438,Bc corporation
KM-03439,Crop Loss
KM-03440,Land Survey
KM-03441,Other
KM-03444,Suicide Case
KM-03445,Crop Loss
KM-03447,Suicide Case
KM-03448,Market Payment delay
KM-03449,Suicide Case
KM-03450,Suicide Case
KM-03451,Suicide Case
KM-03452,Crop Loss
KM-03453,Suicide Case
KM-03454,Suicide Case
KM-03455,Aasara Pensions - Disability
KM-03456,Seed Issues
KM-03457,Crop Loss
KM-03458,Seed Issues
KM-03460,Market Payment delay
KM-03461,Seed Issues
KM-03462,NREGS Payment
KM-03463,Market Issues
KM-03464,Market Issues
KM-03467,Aasara Pensions - Disability
KM-03468,Land succession
KM-03469,Assigned Land
KM-03470,Hail storm
KM-03471,Agriculture Inputs
KM-03472,Kalyana Lakshmi
KM-03473,Crop Insurance
KM-03474,Market Payment delay
KM-03475,2016 heavy floods
KM-03476,Market Issues
KM-03477,Financial help
KM-03479,Suicide Case
KM-03478,Ration card
KM-03480,Suicide Case
KM-03481,2016 heavy floods
KM-03482,Suicide Case
KM-03483,Market Payment delay
KM-03485,Land Corrections
KM-03486,Shaadi Mubaarak
KM-03487,Suicide Case
KM-03489,Issue of Patta-Assigned land
KM-03490,Market Issues
KM-03492,IHHL Payments
KM-03493,Crop Loss
KM-03494,Information
KM-03495,2017-Crop loss
KM-03496,Information
KM-03497,Financial help
KM-03498,Kalyana Lakshmi
KM-03499,Crop Loss
KM-03500,Information
KM-03501,Category not assigned
KM-03502,Information
KM-03503,Crop Loss
KM-03504,Information
KM-03505,Suicide Case
KM-03506,Aasara Pensions - Old age
KM-03507,Crop loan - New
KM-03508,Other
KM-03509,Information
KM-03510,Land Mutation
KM-03511,2016 heavy floods
KM-03512,Suicide Case
KM-03513,Market Payment delay
KM-03514,Crop Insurance
KM-03515,Inam Land
KM-03516,Market Payment delay
KM-03517,Other
KM-03518,NREGS-Delay/Low wages
KM-03519,Market Payment delay
KM-03520,Family dispute
KM-03520,Civil
KM-03521,Ration card
KM-03523,Information
